movie_title,recommended_titles
The Last Kiss,"The Last Kiss, The Last Run, Kiss the Bride, The Last Days of Disco, The Kiss"
Bachelor Party,"Ninja Bachelor Party, Bachelor Party Vegas, Bachelor Party 2: The Last Temptation, The Bachelor, The Party"
The Four Musketeers,"The Three Musketeers, The Three Musketeers, The White Sun of the Desert, The General, The Hidden Fortress"
Mutiny on the Bounty,"Mutiny on the Bounty, The Bounty, The Horseman on the Roof, The Cuckoo, The Duchess"
Joe Somebody,"Joe Rogan: Live, Orgazmo, Banana Joe, The Stoned Age, Fast Times at Ridgemont High"
The Bridge,"The Bridge, The Bridge on the River Kwai, The Tuskegee Airmen, The Bridge at Remagen, The Bridge"
Bedknobs and Broomsticks,"Alvin and the Chipmunks, Alvin and the Chipmunks: The Squeakquel, The Brave Little Toaster, Kirikou and the Sorceress, Asterix and Cleopatra"
Thunderheart,"The Losers, The Fugitive, Shaft in Africa, The Jackal, Switchback"
Redbelt,"Radio Flyer, Local Color, Who's Afraid of Virginia Woolf?, Raging Bull, Blood and Bones"
A Perfect Getaway,"The 39 Steps, The Deep, Perfect Stranger, Death Ship, National Treasure"
Me and Orson Welles,"Hana and Alice, Husbands and Wives, Bread and Tulips, Promise Me This, Kicking and Screaming"
Slumdog Millionaire,"A Patch of Blue, No Man of Her Own, A Place in the Sun, Wild Orchid, The Center of the World"
Stone of Destiny,"City of God, House of Strangers, House of Bamboo, BMX Bandits, Olga's House of Shame"
Genova,"Fur: An Imaginary Portrait of Diane Arbus, The Apartment, Les Bonnes Femmes, Entrapment, Lovers of the Arctic Circle"
Good,"Good Morning, Night, The Good Earth, Good Time Max, Good Will Hunting, A Few Good Men"
Disgrace,"Manslaughter, Main Hoon Na, Cry Freedom, Skin, Conversations with God"
Miracle at St. Anna,"All Quiet on the Western Front, Lifeboat, The Victors, The Counterfeiters, Ecaterina Teodoroiu"
The Substitute,"The Silence of the Hams, A Piece of the Action, The Substitute, The Naked Man, The Man With Bogart's Face"
This Night,"In This World, White Night Wedding, Marooned in Iraq, Better Things, Rock On!!"
Giovanna's Father,"Transylvania, Hababam Sınıfı Sınıfta Kaldı, The Big Bet, My Date with the President's Daughter, Cartoon All-Stars to the Rescue"
Teza,"In My Father's Den, Open Your Eyes, 23, Without Evidence, Crossed Tracks"
Paper Soldier,"Little Soldier, Little Moscow, Good Morning, Night, Gifted Hands: The Ben Carson Story, King of the Gypsies"
Ponyo,"Coraline, The Little Mermaid, Barbie of Swan Lake, Laura's Star, Babar: King of the Elephants"
A Perfect Day,"The Remains of the Day, Howards End, History Is Made at Night, A Brighter Summer Day, Come Undone"
The Nanny Diaries,"The Apartment, The Tiger and the Snow, The Girl on the Bridge, The Witches, The Taming of the Shrew"
Underworld: Rise of the Lycans,"G.I. Joe: The Rise of Cobra, Masters of the Universe, The Shadow, Underworld: Evolution, Planet of the Apes"
Perlasca: The Courage of a Just Man,"The Passion of the Christ, In the Name of the Father, The Story of O, The Shoes of the Fisherman, The Man without a Face"
Harry Potter and the Deathly Hallows: Part 1,"Harry Potter and the Deathly Hallows: Part 2, Harry Potter and the Goblet of Fire, Harry Potter and the Half-Blood Prince, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban"
Harry Potter and the Deathly Hallows: Part 2,"Harry Potter and the Deathly Hallows: Part 1, Harry Potter and the Goblet of Fire, Harry Potter and the Half-Blood Prince, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Chamber of Secrets"
Angel of Mine,"Mother of Mine, A Friend of Mine, Shadow of Angels, The Stone Angel, Nights of Cabiria"
Driving Me Crazy,"Praxis Dr. Hasenbein, FC Venus, Tanguy, Totally Blonde, Manta - Der Film"
The Hunchback of Notre Dame II,"The Hunchback of Notre Dame, The Hunchback of Notre Dame, The Return of Jafar, Lady and the Tramp II: Scamp's Adventure, Pocahontas II: Journey to a New World"
Room of Death,"The Last of Sheila, A Show of Force, The 1,000 Eyes of Dr. Mabuse, The Adventures of Sherlock Holmes, Meshes of the Afternoon"
King Solomon's Mines,"King Solomon's Mines, The Librarian: Return to King Solomon's Mines, Allan Quatermain and the Temple of Skulls, Cutthroat Island, King Kong"
Stupid Boy,"Bag Boy, The Butcher Boy, About a Boy, Mama's Boy, Wrong Side Up"
All or Nothing,"All in, 10 Items or Less, All About Actresses, Glen or Glenda, All About My Mother"
The Young Lieutenant,"The Face Behind the Mask, The Man of the Year, Bad Lieutenant, The Offence, The Border"
The Five Obstructions,"From the Earth to the Moon, The Cave of the Yellow Dog, The Arrow, What the Bleep! Down the Rabbit Hole, The Hellstrom Chronicle"
Sandakan No. 8,"Great Freedom No. 7, No Place to Go, No. 2, Princesses, Vivre Sa Vie"
Milk,"The Milk of Sorrow, Milk, Innocence, Distant, The Wanderers"
The Incredible Shrinking Woman,"The Cat from Outer Space, The Absent-Minded Professor, The Incredible Shrinking Man, The Invisible Woman, The Incredible Mr. Limpet"
The Visitor,"The Harder They Come, Dancer in the Dark, The Man of the Year, The Bribe, The Funeral"
In the Army Now,"In the Loop, Men in the City, The Moguls, Deep in the Valley, Blue in the Face"
The Hidden,"The Dark Side of The Moon, The Objective, The Signal, Against the Dark, The Devil's Tomb"
Grave of the Fireflies,"The Beast of War, The Mark of Cain, The Four Horsemen of the Apocalypse, The Battle of Neretva, The Children of Huang Shi"
Skin Deep,"101 Reykjavik, Shampoo, Dr. T and the Women, Shadows in the Sun, Donkey Skin"
Breakfast of Champions,"A Dog's Breakfast, A Midsummer of Love, Clash of Egos, Son of Rambow, Adventures of Power"
Water Drops on Burning Rocks,"Head-On, Water Lilies, Notes on a Scandal, The Burning Plain, Vanya on 42nd Street"
The Big Boss,"The Gaul, Into the Blue 2: The Reef, The Climb, The Defector, The Master"
Love Is Colder Than Death,"Killing Is My Business, Honey, I Love You to Death, Let's Not Get Angry, The Big Bounce, Four Rooms"
Riding the Bullet,"The Uninvited, The Cannibal Man, The Reflecting Skin, The Exorcist, The Hamiltons"
The Forsaken,"The Cave, The Crazies, The Hitcher, The Keeper, The Heavy"
Candyman: Day of the Dead,"The Company of Wolves, Warlock III: The End of Innocence, The Gorgon, The Undead, Dawn of the Dead"
Farce of the Penguins,"The Comedians of Comedy, The Comedians of Comedy: Live at The Troubadour, The Union: The Business Behind Getting High, The Aristocrats, Jackass: The Movie"
Gozu,"From Dusk Till Dawn, From Dusk Till Dawn 2: Texas Blood Money, Snakes on a Plane, Raid, From Paris with Love"
The Gingerbread Man,"The Jigsaw Man, The Man Between, The Man Who Haunted Himself, The Mark of the Whistler, The Lost"
Gridlock'd,"In Bruges, Born to Win, The Barbarian Invasions, We're No Angels, Wild Animals"
Ordinary Decent Criminal,"Criminal, Illusive Tracks, Junk Mail, Bad Eggs, Fay Grim"
Accattone,"Hustle & Flow, The Eel, Good, Whore, Pu-239"
High and Low,"High Crimes, ...And Justice for All, Midnight in the Garden of Good and Evil, Blood and Wine, The Inquisitor"
The Singing Ringing Tree,"The Wonderful World of the Brothers Grimm, Barbara the Fair with the Silken Hair, Alice Through the Looking Glass, Where the Wild Things Are, Willy Wonka & the Chocolate Factory"
The Twilight Samurai,"The Restless, The Misfits, The Greatest Show on Earth, The Pride and the Passion, The Last Samurai"
A Touch of Spice,"House of D, Father of Invention, Box of Moonlight, Gardener of Eden, A Matter of Size"
Sling Blade,"Some Folks Call It a Sling Blade, Gods of the Plague, Troubled Water, The Last Woman, Keane"
Fathers' Day,"Snow Day, Daddy Day Care, Daddy Day Camp, Larger Than Life, $5 a Day"
American Ninja,"American Ninja 2: The Confrontation, American Ninja 3: Blood Hunt, American Ninja 5, American Ninja 4: The Annihilation, The 36th Chamber of Shaolin"
The Big Country,"The Far Country, The Wind, The Furies, The Unforgiven, The Hi-Lo Country"
Silkwood,"Eye for an Eye, The China Syndrome, Obsessed, The Quiet, Enough"
Under Fire,"Courage Under Fire, The Deer Hunter, Leningrad, The Most Beautiful, Fire"
The Outsider,"The Man on the Roof, The Line, The Way of the Gun, The Immortals, The Killer"
Little Nikita,"Little Boy Blue, Breakdown, The Kingdom, La Femme Nikita, The Abductors"
Cry Freedom,"Freedom, Cry, the Beloved Country, Skin, Great Freedom No. 7, I'll Cry Tomorrow"
Rock Star,"Jailhouse Rock, Prey for Rock & Roll, School of Rock, Detroit Rock City, Spinout"
Pollock,"In America, In the Mood for Love, Gia, Moonlight Mile, The Hidden Blade"
Marie-Jo and Her 2 Lovers,"Days and Clouds, Cries and Whispers, Wendy and Lucy, Day and Night, Blood and Bones"
Dreams,"Field of Dreams, Faraway, So Close!, 20 Years After, Franklyn, In Dreams"
The Ordeal,"The Messengers 2: The Scarecrow, The Plague of the Zombies, The Return of the Vampire, The House by the Cemetery, The Curse of the Werewolf"
Honeymoon in Vegas,"What Happens in Vegas, What to Do in Case of Fire?, The Marrying Man, Grosse Pointe Blank, Gun Shy"
Sirens,"Achilles and the Tortoise, Angelus, Four Bags Full, Art School Confidential, About Schmidt"
The Last Supper,"The Last Gangster, The Last Deadly Mission, Two for the Money, Night and the City, The Last House on the Left"
Shocker,"Sexy Killer: You'll Die for Her, Leprechaun, Idle Hands, Severance, Nightmare Man"
Räuber Kneißl,"My Step Brother Frankenstein, Womanlight, Dallas Pashamende, Guter Junge, Herbstmilch"
Titus,"The Assassination of Richard Nixon, The Good Shepherd, Van Diemen's Land, World Trade Center, Fail-Safe"
Critters 4,"Critters 2, Critters 3, Critters, Doppelganger, The Stuff"
Bug,"Lightning Bug, Mountaintop Motel Massacre, 100 Feet, Venom, Poltergeist III"
Strawberry and Chocolate,"Me and You and Everyone We Know, Twist and Shout, Hawks and Sparrows, Iron And Silk, Daddy and Them"
Southern Comfort,"The Baader Meinhof Complex, United 93, Executive Action, Mobsters, The Boys Next Door"
Boot Hill,"Wild Gals of the Naked West, Blazing Saddles, Lucky Luke, Support Your Local Sheriff, Carry On Cowboy"
Avanti!,"Sleepless in Seattle, Born Yesterday, Manhattan, Commandments, Mifune"
The Apartment,"The Apartment, The Lake House, Lovers of the Arctic Circle, The Spanish Apartment, The Room"
High Anxiety,"Rock 'n' Roll High School, High School High, Eight Miles High, Meet the Feebles, School of Rock"
Home Alone 4,"Home Alone, Home Alone 3, Home Alone 2: Lost in New York, I'll Be Home for Christmas, No Deposit, No Return"
The French Lieutenant's Woman,"The Woman Next Door, A Woman Under the Influence, The Work and the Glory, Woman Is the Future of Man, The Notebook"
Senseless,"Puddle Cruiser, For Love or Money, Mr. Wonderful, Dasepo Naughty Girls, Employee of the Month"
Bring It On Again,"Bring It On, Bring It On: All or Nothing, Bring It On: In It To Win It, Bring It On: Fight to the Finish, Carry On Again Doctor"
Belly of the Beast,"The Day of the Jackal, The Way of War, Defence of the Realm, The City of Violence, The Art of War II: Betrayal"
Breaking News,"Breaking Point, The Raspberry Reich, Flatfoot in Hong Kong, Tai-Chi Master, Kabul Express"
Respiro,"Fear and Trembling, Rhapsody in August, Just Like Home, Aberdeen, Mid-August Lunch"
Jesus Christ Superstar,"Jesus, Evita, Cadillac Records, El cantante, Amadeus"
Shadows in the Sun,"The Oh in Ohio, In the Land of Women, Love in the Afternoon, A Raisin in the Sun, A Place in the Sun"
I Vitelloni,"New Waterford Girl, Diner, Metropolitan, The Fisher King, 8 ½ Women"
Citizen X,"Law Abiding Citizen, The Krays, Gangs of New York, Public Enemies, Citizen Ruth"
I Served the King of England,"The King of Comedy, The Secret of the Grain, The Bonfire of the Vanities, King of California, The Fisher King"
Ghosts of Girlfriends Past,"The Invention of Lying, The Purple Rose of Cairo, Teen Wolf, Bedazzled, Bell, Book and Candle"
First Kid,"Diary of a Wimpy Kid, The Kid, First Daughter, The Game Plan, The Barefoot Executive"
The Big Chill,"The Big Kahuna, The Big Bad Swim, The Mighty, The Sisterhood of the Traveling Pants, Caterina in the Big City"
Godzilla vs. Destoroyah,"Godzilla 2000, King Kong vs. Godzilla, Mothra vs. Godzilla, Godzilla vs. King Ghidorah, Godzilla vs. Biollante"
Brideshead Revisited,"I Capture the Castle, Sweet Land, Before The Rains, The Go-Between, A Single Man"
Extract,"Scary Movie 4, No More School, The Princess Academy, The Distinguished Gentleman, Men..."
"New York, I Love You","New York Stories, I Love You Again, Sidewalks of New York, I Love You Phillip Morris, Love Me If You Dare"
A Serious Man,"Cadillac Man, Holy Man, Another Thin Man, A Man Who Was Superman, The Weather Man"
Cop and ½,"Paul Blart: Mall Cop, Odds and Evens, Friends and Family, Father and Guns, Down and Derby"
Long Hello and Short Goodbye,"The Naked Man, Praxis Dr. Hasenbein, FC Venus, Tanguy, Totally Blonde"
Deathwatch,"Combat Shock, I See a Dark Stranger, Open Water 2: Adrift, Man Hunt, Deadline"
Riders,"Black Rain, Shade, Thick as Thieves, Night Train, Running Wild"
Germany in Autumn,"From the Earth to the Moon, Pirates of Silicon Valley, Ten Minutes Older: The Trumpet, Collision, The Arrow"
The Woman Next Door,"The French Lieutenant's Woman, A Woman Under the Influence, Woman Is the Future of Man, The Remains of the Day, The Child"
Izo,"Pulgasari, The Banquet, Nightbreed, Red Sands, Assassin's Creed: Lineage"
Without a Clue,"Clue, They Might Be Giants, Charlie Chan at the Race Track, Zero Effect, Assassination of a High School President"
Ginger Snaps Back: The Beginning,"Ginger Snaps, Ginger Snaps 2: Unleashed, The Wolf Man, The Resurrected, The Phantom of the Opera"
The Shootist,"The Cowboys, The Treasure of the Sierra Madre, The Naked Spur, The Professionals, The Alamo"
Bella,"A Walk on the Moon, The Secret, The Life of Jesus, Mrs. Soffel, The Two Worlds of Jennie Logan"
My Friend from Faro,"Take My Eyes, Or (My Treasure), I Accuse My Parents, My Sister's Keeper, Romulus, My Father"
Jimmy Neutron: Boy Genius,"Astro Boy, Santa Claus Conquers the Martians, Aliens in the Attic, Thunderbirds, Delgo"
Below,"Angel Heart, Films to Keep You Awake: The Baby's Room, Book of Shadows: Blair Witch 2, KM 31: Kilometer 31, Soul Survivors"
Santa's Slay,"Santa Sangre, Army of Darkness, House, Jack Frost, The Gingerdead Man"
Fritz the Cat,"The Nine Lives of Fritz the Cat, Alesha Popovich and Tugarin the Dragon, The Squid and the Whale, The Bonfire of the Vanities, The Maid"
Wishmaster 2: Evil Never Dies,"Wishmaster, The Gorgon, Candyman: Day of the Dead, Subspecies, The Undead"
Pushing Tin,"Tin Men, Pushing Hands, Tin Cup, The Dangerous Lives of Altar Boys, Little Darlings"
Hellraiser: Inferno,"Hellraiser: Hellseeker, Hellraiser: Deader, Inferno, Cure, Like Minds"
Jo,"A Dirty Shame, John Tucker Must Die, Big Business, Scavenger Hunt, Twelve Plus One"
Pokémon: The Movie 2000,"Pokémon 4Ever: Celebi - Voice of the Forest, Digimon: The Movie, Pokémon: The Rise of Darkrai, The Care Bears Movie, The Land Before Time VII: The Stone of Cold Fire"
Pokémon 4Ever: Celebi - Voice of the Forest,"Pokémon: The Movie 2000, The Land Before Time VII: The Stone of Cold Fire, An American Tail: The Mystery of the Night Monster, The Iron Giant, Pokémon: The Rise of Darkrai"
Garden of Love,"Night of the Devils, Forest of the Damned, The Shiver of the Vampires, The Revenge of the Living Dead Girls, Flashback"
The Torture Chamber of Dr. Sadism,"Mark of the Vampire, The House of the Devil, Night of the Demon, The Legend of Hell House, Curse of the Crimson Altar"
Katze im Sack,"My Step Brother Frankenstein, Womanlight, Dallas Pashamende, Guter Junge, Herbstmilch"
A Very Brady Sequel,"Very Happy Alexander, Airplane II: The Sequel, The Brady Bunch Movie, Another Gay Sequel: Gays Gone Wild!, Jeff Dunham: Jeff Dunham's Very Special Christmas Special"
Kamikaze 1989,"Nemesis, Class of 1999, Saturn 3, Deep Evil, The Noah's Ark Principle"
Illusive Tracks,"Junk Mail, Fay Grim, 36 China Town, The Substitute, Ordinary Decent Criminal"
Help! I'm A Fish,"Porco Rosso, Lupin the Third: The Castle of Cagliostro, Help!, Dead Fish, Asterix the Gaul"
Osmosis Jones,"The Adventures of Rocky & Bullwinkle, Everyone's Hero, Curious George, LEGO: The Adventures of Clutch Powers, Stuart Little 2"
The Fury,"The Cell 2, The War of the Worlds, The Day of the Triffids, The Mist, The Lift"
Freeze Frame,"Antibodies, Blackmail, Red Corner, Brothers: The Return, The 3rd Voice"
Street Fighter II: The Animated Movie,"Street Fighter Alpha - The Movie, Street Fighter IV: The Ties That Bind, The Batman Superman Movie: World's Finest, Fatal Fury: The Motion Picture, Sonic The Hedgehog: The Movie"
Victor/Victoria,"Guys and Dolls, Paradise, Hawaiian Style, It Happened at the World's Fair, Good News, Under the Cherry Moon"
Death of a Salesman,"The Pursuit of Happyness, East of Eden, Killer of Sheep, Taste of Cherry, Nights of Cabiria"
One Night Stand,"One Night with the King, White Night, 'night, Mother, Opening Night, Night Editor"
Midnight Lace,"The Killer Wore Gloves, Spy, Stand Up, Connected, Follow Me Quietly, Edge of Fury"
Random Hearts,"Open Hearts, Desert Hearts, Random Harvest, In the Mood for Love, Junior Size 36"
Cherry Falls,"Darkness Falls, Timber Falls, Torso, Surveillance, Prom Night"
The House Bunny,"Bunny and the Bull, The Girls, The Beautician and the Beast, The Matchmaker, The Shop Around the Corner"
Hamlet 2,"Hamlet, Hamlet, Waiting for Guffman, Hamlet, Hamlet"
Violent Cop,"Cop Land, The Knock Out Cop, Cop, Bon Cop Bad Cop, Cop Out"
Suspect,"Suspect Zero, The Suspect, Blackmail, Blood and Wine, Memories of Murder"
Guns of the Magnificent Seven,"The Treasure of the Sierra Madre, The Shootist, The Cowboys, The Guns of Navarone, The Naked Spur"
Broadcast News,"Try Seventeen, Being Julia, Torch Song Trilogy, The Jane Austen Book Club, Raising Helen"
La Belle Noiseuse,"La León, La Chienne, La Haine, La Strada, La Luna"
Playing God,"Running Scared, Letters to God, Harsh Times, The Air I Breathe, Blast of Silence"
Live Wire,"The Final Cut, Blown Away, Live from Baghdad, Fatal Contact: Bird Flu in America, Five Fingers"
Drei Mann in einem Boot,"Praxis Dr. Hasenbein, FC Venus, Tanguy, Totally Blonde, Manta - Der Film"
Kaspar Hauser,"Vivere, Dil Dosti Etc, Aaltra, The Carriers Are Waiting, Die Geschichte vom Brandner Kaspar"
The Star Chamber,"The Contract, The Way of the Gun, The Protector, The Business, The Man on the Roof"
The Big Bounce,"The Big Lebowski, The Freshman, The Baker, The Ladykillers, The Sucker"
Backbeat,"Vitus, Velvet Goldmine, Give My Regards to Broad Street, Swing Kids, Hendrix"
Godzilla Against MechaGodzilla,"Godzilla 2000, Godzilla vs. Mechagodzilla II, Godzilla Raids Again, Godzilla, Godzilla vs. Destoroyah"
"New York, New York","New York, Autumn in New York, New York Stories, The Docks of New York, New York, I Love You"
Kill Cruise,"The Wages of Fear, Lord of the Flies, El Norte, Battle Royale, Deliverance"
Return of the Seven,"The Magnificent Seven, The Last of the Mohicans, Last of the Renegades, Run of the Arrow, The Sons of Katie Elder"
Inhale,"Desperate Measures, Dry Season, Collateral Damage, Terra Nova, Body of Lies"
Valhalla,"Princess Mononoke, Dragonlance: Dragons Of Autumn Twilight, Jack and the Beanstalk, Pom Poko, The Phantom Tollbooth"
Billy Bathgate,"Billy Budd, Game of Death, The Piano Player, The Air I Breathe, A Bullet for Pretty Boy"
The Mouse That Roared,"The Fox & the Child, The Grand, The Gendarme and the Gendarmettes, The Birds, the Bees and the Italians, The Grumpy"
Il Mare,"Beauty and the Beast, Be With You, Orpheus, If Only, Wings of Desire"
Memphis Belle,"Twelve O'Clock High, Hell Is for Heroes, Anzio, Too Late the Hero, Tears of the Sun"
Nelly and Monsieur Arnaud,"Sense and Sensibility, Jules and Jim, Love and Magnets, Angels and Insects, Hunting and Gathering"
Romasanta,"The Legend of the 7 Golden Vampires, Zone of the Dead, Blackenstein, Versus, The Girls Rebel Force of Competitive Swimmers"
I Went Down,"A Low Down Dirty Shame, Boiling Point, Flickering Lights, Crooks in Clover, Hot Fuzz"
Feeling Minnesota,"Kabul Express, The Raspberry Reich, Breaking News, Nicotina, Mr. & Mrs. Smith"
Soul Plane,"What a Way to Go!, My Boss's Daughter, Guess Who, Win a Date with Tad Hamilton!, Hope Springs"
Someone Like You...,"After You, You Can't Take It With You, Now You Know, A Smile Like Yours, Some Like It Hot"
Beijing Bicycle,"Bicycle Thieves, Human Trafficking, Shara, Control, Come Dio comanda"
Charlotte Gray,"War and Peace, Passchendaele, Pan Tadeusz, Solomon and Sheba, The Big Parade"
Undercover Blues,"Little Man, G.I. Blues, Raising Arizona, Inspector Clouseau, Police Academy 2: Their First Assignment"
Psycho III,"Psycho, Psycho, Poltergeist III, Psycho II, Friday the 13th Part III"
Red Scorpion,"We Were Soldiers, Black Hawk Down, The Red Baron, Nomad: The Warrior, Lion of the Desert"
The Snapper,"The Secret of the Grain, The Fluffer, The Reivers, The Squid and the Whale, The Van"
Powder,"Electric Dragon 80.000 V, The Lathe of Heaven, Tideland, Powder Blue, The Nines"
The Backwoods,"The Cabin in the Woods, The Nameless, The Serpent and the Rainbow, The Traveler, The Ghost"
Alone in the Dark 2,"Alone in the Dark, Krabat and the Legend of the Satanic Mill, Dawn of the Dead, The Legend of the 7 Golden Vampires, Skinwalkers"
Sabotage,"Basic Instinct, The Tall Target, Shattered, Exam, Black Widow"
BloodRayne: The Third Reich,"The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Return of the King, The Lord of the Rings: The Two Towers, The Sword and the Sorcerer, The Witches"
"Angus, Thongs and Perfect Snogging","Angus, The Perfect Man, The Perfect Holiday, Harold and Maude, My Girl 2"
Appaloosa,"Bad Day at Black Rock, Hannie Caulder, Colorado Territory, Silverado, A Prophet"
Still Smokin,"Still Waiting..., Fantozzi Still Suffers, Scavenger Hunt, In the Army Now, Nice Dreams"
Hierankl,"My Step Brother Frankenstein, Womanlight, Dallas Pashamende, Guter Junge, Herbstmilch"
Laura's Star,"Junkers Come Here, The Brave Little Toaster Goes to Mars, WALL·E, Your Friend the Rat, Coraline"
The Fog of War,"The Age of Stupid, The Rape of Europa, Night and Fog, The War on Democracy, The Soviet Story"
Hellraiser: Hellworld,"Hellbound: Hellraiser II, Hellraiser, Hellraiser: Hellseeker, Hellraiser: Deader, Hellraiser III: Hell on Earth"
Dominion: Prequel to the Exorcist,"Exorcist: The Beginning, The Serpent and the Rainbow, The Abandoned, The Gathering, The Hide"
Revolution,"The French Revolution, Zulu Dawn, The Buccaneer, Gallipoli, Lawrence of Arabia"
Critters 3,"Critters 2, Critters 4, Critters, Doppelganger, The War of the Worlds"
The Brown Bunny,"The D.I., The Men, The Robe, The Dead, The Eel"
Ishtar,"Condorman, The Legend I, Go for It, Kung Fu Dunk, All About the Benjamins"
Smokey and the Bandit II,"Smokey and the Bandit Part 3, Smokey and the Bandit, The Gods Must Be Crazy II, Cannonball Run II, The Ambushers"
Croupier,"White Nights, The Bank, The City of No Limits, Teza, The Passenger"
Orca: The Killer Whale,"The Driller Killer, The Stand, The Flight of the Phoenix, The Old Man and the Sea, The Phantom of the Opera"
That Touch of Mink,"That's It, Made of Honor, Forces of Nature, Confessions of a Shopaholic, She's All That"
Ridicule,"The Party, Limelight, Jab We Met, Say Anything..., Never Been Kissed"
Big Business,"Big Stan, The Big Steal, Beethoven's Big Break, The Big Store, Taking Care of Business"
Comedy of Power,"The Power of One, A Friend of Mine, 71 Fragments of a Chronology of Chance, East of Eden, Out of Africa"
She's Having a Baby,"Then She Found Me, All She Wants for Christmas, He Said, She Said, Away We Go, Maybe Baby"
Firewalker,"Corvette Summer, Three Kings, Charlie's Angels: Full Throttle, Allan Quatermain and the Lost City of Gold, King Solomon's Mines"
My Father's Glory,"Romulus, My Father, My Mother's Castle, Around the World in 80 Days, King Kong, End of the Spear"
My Mother's Castle,"My Tutor, My Sassy Girl, All About My Mother, My Father's Glory, My Bestfriend's Girlfriend"
Teenage Caveman,"Night of the Comet, Evil Aliens, Man with the Screaming Brain, Class of Nuke 'Em High 2: Subhumanoid Meltdown, Frankenhooker"
Flashback,"Blind Man's Bluff, Cop Out, Who Is Cletis Tout?, Hot Fuzz, Miss Congeniality"
Suicide Club,"If I Should Die Before I Wake, The Final, The Poker Club, Magic, Open Water 2: Adrift"
"No Retreat, No Surrender","Best of the Best 3: No Turning Back, Five Fingers of Death, The Big Boss, The Five Venoms, Bloodsport"
War Photographer,"Terror's Advocate, Iraq in Fragments, Crossing the Line, Bodysong, Stranded: I've Come from a Plane That Crashed on the Mountains"
Inventing the Abbotts,"The Proposition, The Silence, The Work and the Glory, The Remains of the Day, The Princess and the Warrior"
The Convent,"The Breed, The Mad, The 'Burbs, Behind the Mask: The Rise of Leslie Vernon, The Eye: Infinity"
Beyond the Law,"The Good, the Bad and the Ugly, The Undefeated, The Last of the Mohicans, The Gunfighter, The War Wagon"
Doll Graveyard,"Devil Doll, Ghosthouse, Darkness, Dolly Dearest, 1920"
Autumn Sonata,"Thirty Two Short Films About Glenn Gould, Solo Sunny, The Page Turner, Four Minutes, Humoresque"
Broadway Danny Rose,"Zombies on Broadway, Robin Williams: Live on Broadway, Mais qui a tué Pamela Rose ?, Blind Dating, Kickin' It Old Skool"
Take the Lead,"The Beatles: The First U.S. Visit, Paramore: The Final Riot!, Pink Floyd: The Wall, Dead Kennedys: The Early Years, Joseph and the Amazing Technicolor Dreamcoat"
Missing in Action 2: The Beginning,"Missing in Action, Braddock: Missing in Action III, The Dirty Dozen: The Fatal Mission, The Dirty Dozen, The Battle of the River Plate"
Vera Cruz,"The Westerner, The Hi-Lo Country, Dust, Soldier Blue, Flaming Star"
Cold Creek Manor,"Secret of the Blackbirds, 11:59, Peacock, In the Cut, Sleuth"
Stealing Harvard,"Stealing Rembrandt, Bookies, Who's the Man?, Plunkett & MacLeane, Fred Claus"
Serving Sara,"Blame It on Rio, Forces of Nature, Serendipity, Faintheart, If Lucy Fell"
Leap of Faith,"Edge of Seventeen, A Tale of Springtime, Law of Desire, Feast of Love, Tales of Manhattan"
Last Exit to Brooklyn,"Countdown to Looking Glass, Last Days, Last Ride, Talk to Me, One to Another"
Flesh + Blood,"Flesh, The Last Trapper, Walkabout, Around the World in 80 Days, The Road"
Johnny Stecchino,"Johnny Be Good, The Tramp, Blame It on the Bellboy, No More School, Little Nicholas"
It's All About Love,"Code 46, All About Anna, Frequently Asked Questions About Time Travel, A Short Film About Love, Love, Money, Love"
Greedy,"The Fox & the Child, Men in the City, The Out-of-Towners, Romy and Michele: In the Beginning, Robin Williams: A Night at the Met"
Swept Away,"There's Something About Mary, Win a Date with Tad Hamilton!, Out to Sea, Away We Go, Why Did I Get Married Too?"
Iron Monkey,"B. Monkey, 3-Iron, Walking Tall, Infernal Affairs III, Little Caesar"
The Flying Classroom,"The Clique, The Parent Trap, The Ugly Dachshund, The Little Princess, The Thing About My Folks"
The Duchess,"The Cuckoo, The New World, Under the Bombs, The Scarlet Letter, The Scarlet Empress"
Homeboy,"Somebody Up There Likes Me, Whose Life Is It Anyway?, Time to Leave, The Doctor, The Robe"
Black Night,"Black, 'night, Mother, White Night, Black Cloud, Black Narcissus"
End of the Line,"All the Colors of the Dark, Children of the Corn V: Fields of Terror, House on the Edge of the Park, Children of the Living Dead, The Deaths of Ian Stone"
All Over Me,"Remember Me, Everybody's All-American, My Life Without Me, Set Me Free, The Heart of Me"
Amnesia: The James Brighton Enigma,"The Moustache, The Number 23, The Unsuspected, The Name of the Rose, The Vanishing"
Another Gay Movie,"I Think I Do, American Pie, Trick, Not Another Teen Movie, Smiles of a Summer Night"
Sebastian,"A Summer Place, A Beautiful Mind, Before The Rains, The Family That Preys, Infinity"
Ghost Town,"Town & Country, The Heavenly Kid, Ghost, Delirious, Ghosts of Girlfriends Past"
Full Speed,"Full Moon in Paris, Full Frontal, Rendez-vous, The Inner Life of Martin Frost, Wild Reeds"
Gasoline,"The Devil Thumbs a Ride, Burnt Money, Side Street, Tomorrow Is Another Day, Delusion"
